t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
6596.0,2556175.5054027936,6271632.288663493,-7100.0989872316295,2896.65554001344,6772547.879389832,-29392872.13569645
6597.0,2549073.768133641,6274524.924643123,-7103.370997602359,2888.614569969316,6772550.487471823,-29392872.135689184
6598.0,2541968.763407589,6277409.5178034315,-7106.633898945549,2880.569906531586,6772553.096753765,-29392872.13568193
6599.0,2534860.5003357497,6280286.064456186,-7109.887687098072,2872.5215600248675,6772555.707232313,-29392872.135674655
6600.0,2527748.9880333925,6283154.560923481,-7113.132357908516,2864.469540778457,6772558.31890412,-29392872.135667384
6601.0,2520634.2356199324,6286015.003537743,-7116.36790723719,2856.413859126317,6772560.931765834,-29392872.135660116
6602.0,2513516.252218918,6288867.388641734,-7119.594330956127,2848.354525407063,6772563.545814105,-29392872.135652855
6603.0,2506395.04695802,6291711.712588557,-7122.811624949094,2840.2915499639494,6772566.161045585,-29392872.13564557
6604.0,2499270.6289690197,6294547.971741661,-7126.019785111591,2832.224943144856,6772568.777456916,-29392872.13563829
6605.0,2492143.007387797,6297376.1624748465,-7129.2188073508605,2824.1547153022752,6772571.395044744,-29392872.135631014
6606.0,2485012.191354318,6300196.281172266,-7132.408687585892,2816.080876793299,6772574.0138057135,-29392872.13562372
6607.0,2477878.190012625,6303008.324228434,-7135.589421747425,2808.003437979605,6772576.633736467,-29392872.135616414
6608.0,2470741.012510823,6305812.288048225,-7138.761005777957,2799.9224092274435,6772579.254833641,-29392872.135609135
6609.0,2463600.668001069,6308608.169046888,-7141.923435631746,2791.8378009076227,6772581.877093879,-29392872.135601837
6610.0,2456457.1656395597,6311395.963650041,-7145.076707274818,2783.7496233954976,6772584.500513815,-29392872.135594536
6611.0,2449310.51458652,6314175.66829368,-7148.22081668497,2775.6578870709554,6772587.125090088,-29392872.13558723
6612.0,2442160.7240061904,6316947.279424184,-7151.355759851776,2767.5626023184022,6772589.75081933,-29392872.13557991
6613.0,2435007.8030668166,6319710.793498318,-7154.481532776595,2759.463779526749,6772592.377698176,-29392872.13557259
6614.0,2427851.760940637,6322466.2069832375,-7157.598131472567,2751.3614290893997,6772595.005723254,-29392872.13556529
6615.0,2420692.606803871,6325213.516356496,-7160.705551964629,2743.2555614042362,6772597.634891197,-29392872.135557964
6616.0,2413530.3498367076,6327952.718106045,-7163.803790289514,2735.146186873607,6772600.265198632,-29392872.135550648
6617.0,2406364.9992232923,6330683.808730243,-7166.892842495756,2727.0333159043107,6772602.896642189,-29392872.135543328
6618.0,2399196.5641517164,6333406.784737854,-7169.972704643696,2718.916958907586,6772605.529218491,-29392872.135536
6619.0,2392025.053814005,6336121.642648058,-7173.043372805488,2710.7971262990955,6772608.162924164,-29392872.135528665
6620.0,2384850.4774061055,6338828.378990452,-7176.104843065102,2702.673828498914,6772610.797755829,-29392872.135521337
6621.0,2377672.844127875,6341526.990305055,-7179.157111518331,2694.5470759315153,6772613.4337101085,-29392872.13551401
6622.0,2370492.1631830684,6344217.473142315,-7182.200174272793,2686.4168790257568,6772616.0707836235,-29392872.13550666
6623.0,2363308.443779329,6346899.824063107,-7185.234027447941,2678.2832482148674,6772618.7089729905,-29392872.135499317
6624.0,2356121.695128172,6349574.039638745,-7188.25866717506,2670.146193936434,6772621.348274827,-29392872.135491982
6625.0,2348931.9264449785,6352240.11645098,-7191.274089597278,2662.005726632388,6772623.98868575,-29392872.13548463
6626.0,2341739.146948978,6354898.05109201,-7194.280290869572,2653.8618567489916,6772626.6302023735,-29392872.135477275
6627.0,2334543.3658632394,6357547.840164479,-7197.277267158766,2645.714594736825,6772629.272821309,-29392872.135469917
6628.0,2327344.59241466,6360189.480281484,-7200.265014643542,2637.5639510507717,6772631.916539169,-29392872.13546256
6629.0,2320142.8358339523,6362822.968066581,-7203.243529514441,2629.4099361500066,6772634.561352563,-29392872.1354552
6630.0,2312938.1053556316,6365448.3001537835,-7206.212807973873,2621.2525604979805,6772637.2072581,-29392872.13544785
6631.0,2305730.4102180046,6368065.473187576,-7209.172846236115,2613.091834562409,6772639.854252387,-29392872.135440484
6632.0,2298519.759663159,6370674.483822909,-7212.12364052732,2604.927768815257,6772642.502332031,-29392872.135433108
6633.0,2291306.1629369496,6373275.328725208,-7215.06518708552,2596.760373732726,6772645.151493636,-29392872.135425724
6634.0,2284089.6292889877,6375868.004570375,-7217.997482160632,2588.589659795241,6772647.801733804,-29392872.13541835
6635.0,2276870.1679726285,6378452.508044798,-7220.920522014463,2580.4156374874365,6772650.453049137,-29392872.135410972
6636.0,2269647.788244959,6381028.83584535,-7223.834302920713,2572.2383172981426,6772653.105436237,-29392872.135403592
6637.0,2262422.499366787,6383596.984679394,-7226.738821164979,2564.0577097203723,6772655.758891701,-29392872.13539621
6638.0,2255194.3106026286,6386156.95126479,-7229.634073044764,2555.8738252513076,6772658.413412127,-29392872.13538882
6639.0,2247963.231220697,6388708.732329897,-7232.520054869477,2547.6866743922856,6772661.068994112,-29392872.135381434
6640.0,2240729.27049289,6391252.324613575,-7235.396762960439,2539.496267648786,6772663.725634252,-29392872.135374036
6641.0,2233492.4376947763,6393787.7248651935,-7238.264193650891,2531.302615530417,6772666.383329137,-29392872.135366656
6642.0,2226252.742105588,6396314.929844636,-7241.1223432859915,2523.1057285509005,6772669.042075364,-29392872.13535925
6643.0,2219010.1930082045,6398833.936322296,-7243.971208222829,2514.9056172280607,6772671.701869521,-29392872.13535185
6644.0,2211764.7996891425,6401344.741079091,-7246.810784830421,2506.70229208381,6772674.362708198,-29392872.135344442
6645.0,2204516.571438544,6403847.340906463,-7249.6410694897195,2498.4957636441336,6772677.024587982,-29392872.135337036
6646.0,2197265.5175501634,6406341.732606379,-7252.462058593618,2490.2860424390783,6772679.687505463,-29392872.135329623
6647.0,2190011.647321357,6408827.912991341,-7255.273748546954,2482.0731390027377,6772682.351457224,-29392872.135322213
6648.0,2182754.9700530698,6411305.878884384,-7258.076135766514,2473.8570638732394,6772685.0164398495,-29392872.135314804
6649.0,2175495.495049824,6413775.627119088,-7260.869216681038,2465.63782759273,6772687.682449924,-29392872.13530738
6650.0,2168233.231619708,6416237.15453957,-7263.652987731222,2457.4154407073634,6772690.349484027,-29392872.135299966
6651.0,2160968.1890743617,6418690.458000503,-7266.427445369728,2449.1899137672854,6772693.017538742,-29392872.135292526
6652.0,2153700.376728968,6421135.534367105,-7269.192586061182,2440.9612573266213,6772695.686610645,-29392872.135285098
6653.0,2146429.8039022395,6423572.380515155,-7271.948406282181,2432.729481943462,6772698.356696313,-29392872.135277677
6654.0,2139156.479916404,6426000.993330992,-7274.694902521301,2424.49459817985,6772701.027792326,-29392872.135270238
6655.0,2131880.414097197,6428421.3697115155,-7277.432071279093,2416.2566166017673,6772703.699895258,-29392872.1352628
6656.0,2124601.615773846,6430833.506564195,-7280.1599090680975,2408.015547779119,6772706.373001681,-29392872.135255363
6657.0,2117320.0942790606,6433237.400807073,-7282.878412412841,2399.7714022857226,6772709.047108169,-29392872.13524792
6658.0,2110035.85894902,6435633.049368766,-7285.587577849842,2391.5241906992924,6772711.722211292,-29392872.13524049
6659.0,2102748.919123361,6438020.449188472,-7288.28740192762,2383.2739236014268,6772714.398307623,-29392872.135233033
6660.0,2095459.2841451648,6440399.597215969,-7290.977881206693,2375.020611577594,6772717.075393729,-29392872.13522558
6661.0,2088166.9633609473,6442770.490411627,-7293.659012259588,2366.76426521712,6772719.753466177,-29392872.13521814
6662.0,2080871.9661206454,6445133.125746404,-7296.33079167084,2358.5048951131716,6772722.432521534,-29392872.135210678
6663.0,2073574.3017776054,6447487.500201854,-7298.993216037,2350.242511862747,6772725.112556365,-29392872.13520322
6664.0,2066273.9796885713,6449833.61077013,-7301.646281966638,2341.9771260666594,6772727.793567234,-29392872.13519576
6665.0,2058971.009213672,6452171.454453987,-7304.289986080345,2333.7087483295236,6772730.475550703,-29392872.135188293
6666.0,2051665.3997164106,6454501.028266788,-7306.924325010744,2325.4373892597428,6772733.158503333,-29392872.135180824
6667.0,2044357.1605636505,6456822.329232506,-7309.549295402484,2317.1630594694952,6772735.842421684,-29392872.135173358
6668.0,2037046.3011256054,6459135.354385727,-7312.164893912254,2308.8857695747197,6772738.527302315,-29392872.135165896
6669.0,2029732.830775826,6461440.100771655,-7314.771117208781,2300.605530195103,6772741.213141786,-29392872.13515842
6670.0,2022416.7588911878,6463736.565446117,-7317.367961972837,2292.3223519540647,6772743.89993665,-29392872.135150943
6671.0,2015098.09485188,6466024.745475563,-7319.955424897243,2284.036245478745,6772746.5876834635,-29392872.135143466
6672.0,2007776.8480413933,6468304.637937074,-7322.53350268687,2275.74722139999,6772749.27637878,-29392872.135136
6673.0,2000453.0278465066,6470576.239918362,-7325.102192058648,2267.4552903523386,6772751.966019154,-29392872.13512851
6674.0,1993126.6436572762,6472839.548517778,-7327.661489741567,2259.160462974008,6772754.656601134,-29392872.13512104
6675.0,1985797.7048670235,6475094.56084431,-7330.21139247668,2250.862749906882,6772757.348121273,-29392872.135113545
6676.0,1978466.2208723228,6477341.274017592,-7332.751897017112,2242.5621617964944,6772760.040576121,-29392872.13510605
6677.0,1971132.2010729893,6479579.685167904,-7335.283000128059,2234.258709292017,6772762.733962222,-29392872.135098558
6678.0,1963795.6548720666,6481809.791436177,-7337.804698586794,2225.9524030462467,6772765.428276126,-29392872.135091048
6679.0,1956456.5916758156,6484031.589973996,-7340.316989182671,2217.6432537155897,6772768.1235143775,-29392872.135083552
6680.0,1949115.0208937014,6486245.077943608,-7342.819868717129,2209.331271960049,6772770.8196735205,-29392872.135076046
6681.0,1941770.9519383814,6488450.252517917,-7345.313334003696,2201.0164684432107,6772773.516750099,-29392872.135068536
6682.0,1934424.3942256938,6490647.110880495,-7347.797381867992,2192.69885383223,6772776.214740655,-29392872.13506102
6683.0,1927075.3571746454,6492835.6502255825,-7350.272009147736,2184.3784387978167,6772778.91364173,-29392872.135053508
6684.0,1919723.8502073984,6495015.867758092,-7352.737212692747,2176.055234014224,6772781.613449862,-29392872.13504599
6685.0,1912369.8827492597,6497187.760693611,-7355.192989364947,2167.7292501592315,6772784.314161589,-29392872.135038495
6686.0,1905013.4642286683,6499351.32625841,-7357.639336038369,2159.4004979141337,6772787.015773453,-29392872.135030966
6687.0,1897654.604077183,6501506.561689439,-7360.0762495991585,2151.0689879637252,6772789.718281984,-29392872.135023445
6688.0,1890293.31172947,6503653.464234337,-7362.503726945575,2142.7347309962875,6772792.421683722,-29392872.135015935
6689.0,1882929.596623292,6505792.031151432,-7364.921764988001,2134.397737703575,6772795.1259752,-29392872.135008406
6690.0,1875563.4681994943,6507922.259709744,-7367.330360648943,2126.058018780801,6772797.8311529495,-29392872.135000873
6691.0,1868194.9359019941,6510044.147188993,-7369.729510863032,2117.715584926624,6772800.537213503,-29392872.134993352
6692.0,1860824.0091777681,6512157.690879597,-7372.119212577037,2109.370446843135,6772803.244153392,-29392872.13498582
6693.0,1853450.6974768399,6514262.888082679,-7374.499462749856,2101.022615235842,6772805.951969145,-29392872.134978283
6694.0,1846075.0102522683,6516359.73611007,-7376.870258352533,2092.6721008136565,6772808.660657291,-29392872.134970747
6695.0,1838696.956960135,6518448.2322843075,-7379.231596368249,2084.318914288882,6772811.370214357,-29392872.134963203
6696.0,1831316.547059532,6520528.373938647,-7381.583473792336,2075.9630663771964,6772814.080636868,-29392872.13495566
6697.0,1823933.7900125503,6522600.158417061,-7383.925887632276,2067.604567797642,6772816.79192135,-29392872.134948127
6698.0,1816548.6952842674,6524663.583074242,-7386.258834907704,2059.2434292726093,6772819.504064329,-29392872.134940572
6699.0,1809161.2723427347,6526718.645275606,-7388.582312650415,2050.879661527823,6772822.217062324,-29392872.13493304
6700.0,1801771.5306589664,6528765.342397297,-7390.896317904364,2042.5132752923303,6772824.93091186,-29392872.13492549
6701.0,1794379.479706926,6530803.67182619,-7393.200847725674,2034.144281298485,6772827.645609458,-29392872.13491793
6702.0,1786985.1289635152,6532833.6309598945,-7395.495899182635,2025.7726902819354,6772830.361151636,-29392872.134910367
6703.0,1779588.4879085608,6534855.217206755,-7397.78146935571,2017.3985129816087,6772833.077534912,-29392872.134902805
6704.0,1772189.5660248036,6536868.427985858,-7400.05755533754,2009.0217601396985,6772835.794755804,-29392872.134895246
6705.0,1764788.3727978857,6538873.260727034,-7402.324154232945,2000.64244250165,6772838.512810829,-29392872.134887688
6706.0,1757384.9177163378,6540869.712870861,-7404.581263158929,1992.2605708161477,6772841.231696503,-29392872.13488012
6707.0,1749979.2102715678,6542857.781868666,-7406.828879244682,1983.8761558350998,6772843.951409339,-29392872.13487255
6708.0,1742571.2599578483,6544837.465182531,-7409.066999631586,1975.4892083136256,6772846.67194585,-29392872.134864986
6709.0,1735161.0762723044,6546808.760285293,-7411.295621473219,1967.0997390100406,6772849.39330255,-29392872.134857416
6710.0,1727748.668714902,6548771.664660551,-7413.514741935354,1958.7077586858438,6772852.115475949,-29392872.134849843
6711.0,1720334.046788434,6550726.175802664,-7415.724358195967,1950.3132781057034,6772854.838462557,-29392872.134842273
6712.0,1712917.21999851,6552672.291216762,-7417.924467445239,1941.9163080374421,6772857.562258884,-29392872.13483469
6713.0,1705498.1978535433,6554610.008418739,-7420.115066885559,1933.5168592520247,6772860.286861437,-29392872.134827107
6714.0,1698076.989864739,6556539.324935266,-7422.296153731528,1925.114942523543,6772863.012266724,-29392872.134819526
6715.0,1690653.6055460805,6558460.238303786,-7424.467725209962,1916.7105686292032,6772865.738471251,-29392872.134811945
6716.0,1683228.054414319,6560372.746072524,-7426.629778559897,1908.3037483493104,6772868.465471522,-29392872.134804353
6717.0,1675800.345988961,6562276.845800485,-7428.782311032591,1899.894492467256,6772871.193264042,-29392872.134796765
6718.0,1668370.4897922543,6564172.535057459,-7430.925319891527,1891.4828117695035,6772873.921845314,-29392872.134789165
6719.0,1660938.495349178,6566059.811424024,-7433.058802412416,1883.0687170455749,6772876.651211838,-29392872.134781584
6720.0,1653504.3721874296,6567938.67249155,-7435.182755883206,1874.6522190880355,6772879.381360118,-29392872.13477398
6721.0,1646068.1298374117,6569809.1158622,-7437.297177604074,1866.233328692482,6772882.1122866515,-29392872.134766392
6722.0,1638629.7778322212,6571671.139148935,-7439.402064887442,1857.812056657527,6772884.843987939,-29392872.13475879
6723.0,1631189.3257076368,6573524.739975516,-7441.497415057972,1849.3884137847856,6772887.576460479,-29392872.134751182
6724.0,1623746.7830021053,6575369.915976506,-7443.583225452571,1840.9624108788623,6772890.309700768,-29392872.134743564
6725.0,1616302.1592567316,6577206.664797274,-7445.659493420398,1832.5340587473356,6772893.043705301,-29392872.134735957
6726.0,1608855.4640152645,6579034.984094,-7447.726216322861,1824.1033682007455,6772895.778470574,-29392872.13472835
6727.0,1601406.7068240857,6580854.871533675,-7449.783391533625,1815.6703500525784,6772898.51399308,-29392872.134720746
6728.0,1593955.897232197,6582666.324794105,-7451.831016438616,1807.2350151192543,6772901.250269313,-29392872.134713132
6729.0,1586503.0447912083,6584469.341563914,-7453.8690884360185,1798.797374220112,6772903.987295767,-29392872.13470551
6730.0,1579048.159055325,6586263.919542546,-7455.8976049362855,1790.3574381773958,6772906.7250689315,-29392872.13469788
6731.0,1571591.2495813358,6588050.05644027,-7457.916563362137,1781.915217816241,6772909.463585297,-29392872.134690262
6732.0,1564132.3259286007,6589827.749978178,-7459.925961148564,1773.4707239646605,6772912.202841351,-29392872.13468265
6733.0,1556671.397659039,6591596.997888198,-7461.925795742835,1765.0239674535305,6772914.942833584,-29392872.134675033
6734.0,1549208.4743371154,6593357.797913085,-7463.916064604495,1756.574959116577,6772917.683558484,-29392872.134667404
6735.0,1541743.56552983,6595110.147806431,-7465.89676520537,1748.1237097903613,6772920.425012536,-29392872.13465978
6736.0,1534276.6808067048,6596854.045332666,-7467.86789502957,1739.6702303142663,6772923.167192227,-29392872.134652156
6737.0,1526807.829739771,6598589.488267059,-7469.829451573494,1731.2145315304829,6772925.910094041,-29392872.134644527
6738.0,1519337.021903558,6600316.474395727,-7471.7814323458315,1722.7566242839953,6772928.653714463,-29392872.134636886
6739.0,1511864.2668750796,6602035.001515628,-7473.723834867565,1714.2965194225678,6772931.398049974,-29392872.134629253
6740.0,1504389.574233823,6603745.067434573,-7475.656656671972,1705.8342277967308,6772934.143097057,-29392872.134621613
6741.0,1496912.9535617356,6605446.669971222,-7477.579895304633,1697.369760259766,6772936.888852193,-29392872.134613976
6742.0,1489434.4144432135,6607139.806955093,-7479.49354832343,1688.9031276676933,6772939.6353118615,-29392872.13460633
6743.0,1481953.9664650888,6608824.476226557,-7481.397613298551,1680.4343408792565,6772942.382472542,-29392872.13459869
6744.0,1474471.6192166165,6610500.67563685,-7483.2920878124905,1671.9634107559095,6772945.1303307135,-29392872.134591047
6745.0,1466987.382289464,6612168.403048068,-7485.176969460058,1663.4903481618023,6772947.878882852,-29392872.134583417
6746.0,1459501.2652776965,6613827.656333174,-7487.052255848377,1655.0151639637666,6772950.628125438,-29392872.134575758
6747.0,1452013.277777767,6615478.433375996,-7488.9179445968875,1646.5378690313023,6772953.378054942,-29392872.134568118
6748.0,1444523.4293885026,6617120.732071236,-7490.774033337351,1638.0584742365638,6772956.128667843,-29392872.134560462
6749.0,1437031.7297110923,6618754.550324468,-7492.620519713853,1629.5769904543452,6772958.879960611,-29392872.13455282
6750.0,1429538.188349075,6620379.886052144,-7494.457401382805,1621.0934285620665,6772961.631929724,-29392872.134545177
6751.0,1422042.8149083268,6621996.737181593,-7496.284676012948,1612.6077994397606,6772964.384571652,-29392872.13453751
6752.0,1414545.618997049,6623605.101651024,-7498.102341285355,1604.1201139700577,6772967.137882866,-29392872.13452984
6753.0,1407046.610225756,6625204.977409532,-7499.9103948934335,1595.6303830381728,6772969.891859835,-29392872.134522192
6754.0,1399545.798207262,6626796.3624171,-7501.70883454293,1587.1386175318905,6772972.646499032,-29392872.134514526
6755.0,1392043.1925566702,6628379.254644597,-7503.4976579519325,1578.644828341552,6772975.401796926,-29392872.134506855
6756.0,1384538.8028913583,6629953.652073784,-7505.27686285087,1570.1490263600406,6772978.157749982,-29392872.134499185
6757.0,1377032.6388309684,6631519.552697318,-7507.04644698252,1561.6512224827675,6772980.91435467,-29392872.134491507
6758.0,1369524.7099973932,6633076.954518749,-7508.806408102009,1553.151427607658,6772983.671607452,-29392872.134483844
6759.0,1362015.0260147643,6634625.855552533,-7510.556743976815,1544.6496526351377,6772986.4295048,-29392872.134476174
6760.0,1354503.5965094394,6636166.25382402,-7512.29745238677,1536.1459084681185,6772989.188043174,-29392872.134468492
6761.0,1346990.4311099907,6637698.1473694695,-7514.028531124063,1527.6402060119838,6772991.94721904,-29392872.134460818
6762.0,1339475.5394471914,6639221.534236045,-7515.749977993246,1519.1325561745753,6772994.70702886,-29392872.134453144
6763.0,1331958.9311540043,6640736.412481819,-7517.461790811231,1510.622969866179,6772997.467469098,-29392872.134445462
6764.0,1324440.6158655689,6642242.780175777,-7519.163967407297,1502.1114579995105,6773000.228536214,-29392872.134437785
6765.0,1316920.6032191897,6643740.635397818,-7520.856505623089,1493.598031489702,6773002.990226669,-29392872.13443009
6766.0,1309398.9028543227,6645229.976238756,-7522.539403312626,1485.0827012542866,6773005.752536923,-29392872.13442242
6767.0,1301875.5244125645,6646710.800800327,-7524.212658342298,1476.5654782131862,6773008.515463436,-29392872.134414725
6768.0,1294350.4775376383,6648183.107195184,-7525.876268590871,1468.0463732886965,6773011.279002666,-29392872.134407032
6769.0,1286823.7718753829,6649646.893546905,-7527.530231949492,1459.5253974054724,6773014.043151069,-29392872.134399336
6770.0,1279295.4170737395,6651102.157989995,-7529.174546321687,1451.002561490515,6773016.807905104,-29392872.134391643
6771.0,1271765.4227827396,6652548.8986698855,-7530.809209623365,1442.4778764731573,6773019.573261225,-29392872.13438396
6772.0,1264233.7986544927,6653987.113742941,-7532.434219782824,1433.9513532850497,6773022.33921589,-29392872.13437627
6773.0,1256700.5543431737,6655416.801376456,-7534.049574740749,1425.4230028601462,6773025.105765551,-29392872.134368565
6774.0,1249165.699505011,6656837.959748662,-7535.655272450218,1416.8928361346905,6773027.872906664,-29392872.13436087
6775.0,1241629.2437982731,6658250.587048726,-7537.251310876702,1408.3608640472016,6773030.64063568,-29392872.13435317
6776.0,1234091.1968832575,6659654.681476756,-7538.837687998067,1399.8270975384605,6773033.408949053,-29392872.13434547
6777.0,1226551.568422277,6661050.241243803,-7540.41440180458,1391.291547551495,6773036.177843234,-29392872.134337764
6778.0,1219010.3680796484,6662437.2645718595,-7541.981450298909,1382.7542250315662,6773038.947314672,-29392872.134330064
6779.0,1211467.6055216794,6663815.749693866,-7543.538831496126,1374.215140926155,6773041.717359819,-29392872.134322353
6780.0,1203923.2904166563,6665185.694853711,-7545.086543423707,1365.674306184947,6773044.487975124,-29392872.13431465
6781.0,1196377.432434832,6666547.098306235,-7546.624584121538,1357.131731759819,6773047.259157036,-29392872.13430695
6782.0,1188830.041248413,6667899.95831723,-7548.152951641917,1348.5874286048252,6773050.030902003,-29392872.134299245
6783.0,1181281.1265315479,6669244.273163445,-7549.671644049555,1340.0414076761822,6773052.803206473,-29392872.134291522
6784.0,1173730.6979603139,6670580.041132583,-7551.180659421578,1331.4936799322556,6773055.576066889,-29392872.13428381
6785.0,1166178.765212705,6671907.26052331,-7552.679995847529,1322.9442563335463,6773058.3494797,-29392872.134276096
6786.0,1158625.3379686188,6673225.929645251,-7554.169651429375,1314.393147842675,6773061.123441351,-29392872.13426839
6787.0,1151070.425909846,6674536.046818996,-7555.649624281503,1305.84036542437,6773063.897948286,-29392872.13426066
6788.0,1143514.0387200557,6675837.6103761,-7557.119912530725,1297.2859200454513,6773066.672996947,-29392872.134252943
6789.0,1135956.1860847843,6677130.6186590865,-7558.580514316281,1288.7298226748178,6773069.448583778,-29392872.134245228
6790.0,1128396.877691423,6678415.07002145,-7560.031427789841,1280.1720842834325,6773072.224705222,-29392872.134237498
6791.0,1120836.1232292047,6679690.962827654,-7561.472651115505,1271.6127158443087,6773075.001357722,-29392872.13422977
6792.0,1113273.9323891918,6680958.295453138,-7562.90418246981,1263.051728332496,6773077.778537715,-29392872.134222057
6793.0,1105710.314864265,6682217.066284318,-7564.326020041726,1254.4891327250657,6773080.5562416455,-29392872.134214327
6794.0,1098145.2803491086,6683467.273718588,-7565.738162032665,1245.9249400010974,6773083.334465951,-29392872.134206604
6795.0,1090578.8385402,6684708.916164321,-7567.140606656477,1237.3591611416641,6773086.113207071,-29392872.134198863
6796.0,1083010.9991357957,6685941.992040872,-7568.533352139455,1228.7918071298188,6773088.892461443,-29392872.13419114
6797.0,1075441.771835921,6687166.499778581,-7569.9163967203385,1220.2228889505802,6773091.672225506,-29392872.13418341
6798.0,1067871.1663423553,6688382.437818773,-7571.289738650313,1211.652417590918,6773094.452495696,-29392872.13417568
6799.0,1060299.1923586207,6689589.804613763,-7572.653376193013,1203.0804040397397,6773097.233268451,-29392872.134167943
6800.0,1052725.8595899695,6690788.598626852,-7574.007307624526,1194.506859287876,6773100.014540204,-29392872.13416022
6801.0,1045151.1777433717,6691978.818332338,-7575.351531233391,1185.9317943280666,6773102.796307393,-29392872.13415248
6802.0,1037575.1565275027,6693160.462215507,-7576.686045320604,1177.355220154946,6773105.578566451,-29392872.134144746
6803.0,1029997.8056527305,6694333.528772647,-7578.010848199617,1168.77714776503,6773108.3613138115,-29392872.134137016
6804.0,1022419.1348311035,6695498.016511037,-7579.325938196343,1160.1975881567007,6773111.144545911,-29392872.134129267
6805.0,1014839.1537763377,6696653.92394896,-7580.631313649155,1151.6165523301931,6773113.928259179,-29392872.134121522
6806.0,1007257.8722038051,6697801.249615698,-7581.926972908894,1143.0340512875807,6773116.712450048,-29392872.13411378
6807.0,999675.29983052,6698939.992051536,-7583.21291433886,1134.4500960327614,6773119.497114951,-29392872.13410602
6808.0,992091.4463751273,6700070.149807764,-7584.489136314826,1125.864697571443,6773122.282250317,-29392872.134098273
6809.0,984506.3215578903,6701191.72144668,-7585.755637225032,1117.2778669111296,6773125.067852576,-29392872.134090528
6810.0,976919.9351006773,6702304.705541587,-7587.01241547019,1108.6896150611074,6773127.853918159,-29392872.134082783
6811.0,969332.2967269499,6703409.100676803,-7588.259469463486,1100.09995303243,6773130.640443496,-29392872.134075016
6812.0,961743.4161617502,6704504.905447653,-7589.496797630582,1091.508891837905,6773133.427425014,-29392872.13406727
6813.0,954153.3031316886,6705592.118460478,-7590.724398409614,1082.9164424920789,6773136.214859139,-29392872.134059522
6814.0,946561.967364931,6706670.738332637,-7591.942270251201,1074.3226160112245,6773139.002742304,-29392872.13405176
6815.0,938969.4185911863,6707740.7636925,-7593.150411618441,1065.7274234133251,6773141.79107093,-29392872.134044006
6816.0,931375.6665416942,6708802.193179463,-7594.348820986915,1057.1308757180614,6773144.579841446,-29392872.13403625
6817.0,923780.7209492126,6709855.025443937,-7595.537496844689,1048.5329839467965,6773147.369050277,-29392872.134028498
6818.0,916184.5915480049,6710899.259147356,-7596.716437692316,1039.933759122563,6773150.15869385,-29392872.134020742
6819.0,908587.288073828,6711934.892962181,-7597.8856420428365,1031.3332122700474,6773152.948768586,-29392872.134012986
6820.0,900988.8202639192,6712961.925571896,-7599.045108421781,1022.7313544155771,6773155.739270913,-29392872.134005226
6821.0,893389.1978569843,6713980.355671012,-7600.194835367173,1014.1281965871055,6773158.530197252,-29392872.13399747
6822.0,885788.4305931849,6714990.18196507,-7601.334821429528,1005.5237498141983,6773161.321544026,-29392872.13398971
6823.0,878186.5282141253,6715991.403170641,-7602.465065171859,996.9180251280187,6773164.1133076595,-29392872.133981932
6824.0,870583.5004628411,6716984.018015326,-7603.585565169674,988.3110335613143,6773166.905484571,-29392872.13397418
6825.0,862979.3570837859,6717968.025237762,-7604.696320010979,979.7027861484019,6773169.698071185,-29392872.133966424
6826.0,855374.1078228191,6718943.423587622,-7605.797328296285,971.0932939251537,6773172.491063922,-29392872.13395864
6827.0,847767.7624271935,6719910.211825612,-7606.8885886386,962.4825679289835,6773175.284459199,-29392872.133950885
6828.0,840160.330645542,6720868.38872348,-7607.970099663437,953.8706191988318,6773178.078253441,-29392872.133943114
6829.0,832551.8222278665,6721817.9530640105,-7609.041860008818,945.2574587751524,6773180.872443063,-29392872.13393535
6830.0,824942.2469255243,6722758.903641031,-7610.103868325267,936.6430976998973,6773183.667024488,-29392872.13392757
6831.0,817331.614491216,6723691.239259411,-7611.156123275821,928.0275470165037,6773186.461994131,-29392872.13391979
6832.0,809719.9346789727,6724614.958735065,-7612.198623536025,919.4108177698787,6773189.257348411,-29392872.133912016
6833.0,802107.217244144,6725530.060894951,-7613.231367793934,910.7929210063857,6773192.053083745,-29392872.13390424
6834.0,794493.4719433849,6726436.544577078,-7614.25435475012,902.1738677738302,6773194.84919655,-29392872.13389646
6835.0,786878.7085346436,6727334.4086305,-7615.267583117668,893.5536691214456,6773197.645683243,-29392872.13388868
6836.0,779262.9367771494,6728223.651915321,-7616.271051622181,884.9323360998787,6773200.442540239,-29392872.133880902
6837.0,771646.1664313992,6729104.2733026985,-7617.264759001778,876.3098797611759,6773203.239763954,-29392872.133873127
6838.0,764028.4072591458,6729976.271674843,-7618.248704007097,867.686311158769,6773206.037350803,-29392872.13386535
6839.0,756409.6690233849,6730839.645925015,-7619.2228854013,859.0616413474604,6773208.8352972,-29392872.133857578
6840.0,748789.9614883431,6731694.394957537,-7620.187301960069,850.43588138341,6773211.633599561,-29392872.133849796
6841.0,741169.2944194648,6732540.517687783,-7621.14195247161,841.8090423241199,6773214.4322542995,-29392872.133842
6842.0,733547.6775833999,6733378.013042185,-7622.086835736655,833.181135228421,6773217.231257826,-29392872.13383422
6843.0,725925.1207479915,6734206.879958239,-7623.021950568463,824.5521711564583,6773220.030606556,-29392872.133826435
