t_s,x_m,y_m,vx_mps,vy_mps,r_m,E_spec
6844.0,718301.6336822631,6735027.117384499,-7623.947295792818,815.922161169677,6773222.830296901,-29392872.13381865
6845.0,710677.2261564059,6735838.724280579,-7624.862870248039,807.2911163308081,6773225.630325273,-29392872.13381085
6846.0,703051.9079417669,6736641.6996171605,-7625.768672784971,798.6590477038544,6773228.430688082,-29392872.13380307
6847.0,695425.6888108358,6737436.042375987,-7626.664702266993,790.0259663540762,6773231.231381742,-29392872.133795276
6848.0,687798.5785372328,6738221.751549869,-7627.550957570018,781.391883347977,6773234.032402662,-29392872.13378749
6849.0,680170.5868956958,6738998.826142684,-7628.4274375824925,772.7568097532894,6773236.833747253,-29392872.133779693
6850.0,672541.7236620678,6739767.2651693765,-7629.294141205401,764.120756638961,6773239.635411923,-29392872.133771908
6851.0,664911.9986132849,6740527.067655962,-7630.151067352263,755.4837350751399,6773242.437393083,-29392872.133764107
6852.0,657281.4215273632,6741278.232639527,-7630.99821494914,746.8457561331606,6773245.239687143,-29392872.133756313
6853.0,649650.0021833866,6742020.759168228,-7631.835582934629,738.2068308855303,6773248.042290509,-29392872.133748516
6854.0,642017.7503614939,6742754.6463012975,-7632.6631702598725,729.5669704059136,6773250.845199591,-29392872.13374073
6855.0,634384.6758428668,6743479.89310904,-7633.480975888552,720.9261857691195,6773253.648410797,-29392872.13373293
6856.0,626750.7884097168,6744196.498672836,-7634.288998796896,712.2844880510862,6773256.4519205345,-29392872.133725133
6857.0,619116.097845273,6744904.462085143,-7635.087237973674,703.6418883288676,6773259.25572521,-29392872.133717336
6858.0,611480.6139337694,6745603.782449494,-7635.875692420204,694.9983976806186,6773262.05982123,-29392872.133709535
6859.0,603844.3464604326,6746294.458880505,-7636.654361150351,686.3540271855811,6773264.864205004,-29392872.13370173
6860.0,596207.3052114688,6746976.490503866,-7637.4232431905275,677.7087879240698,6773267.668872934,-29392872.133693922
6861.0,588569.4999740516,6747649.876456353,-7638.182337579695,669.062690977458,6773270.473821427,-29392872.133686133
6862.0,580930.9405363095,6748314.61588582,-7638.931643369367,660.4157474281631,6773273.279046888,-29392872.133678325
6863.0,573291.636687313,6748970.707951209,-7639.671159623606,651.7679683596326,6773276.084545724,-29392872.13367052
6864.0,565651.5982170623,6749618.151822539,-7640.400885419031,643.1193648563302,6773278.890314337,-29392872.133662734
6865.0,558010.834916475,6750256.946680921,-7641.12081984481,634.4699480037209,6773281.696349135,-29392872.13365493
6866.0,550369.3565773728,6750887.091718547,-7641.830962002671,625.8197288882573,6773284.502646518,-29392872.133647125
6867.0,542727.1729924696,6751508.586138698,-7642.531311006894,617.1687185973649,6773287.309202893,-29392872.133639317
6868.0,535084.293955359,6752121.429155742,-7643.2218659843165,608.5169282194286,6773290.116014659,-29392872.133631516
6869.0,527440.7292605011,6752725.619995137,-7643.902626074335,599.8643688437777,6773292.923078224,-29392872.1336237
6870.0,519796.48870321043,6753321.1578934295,-7644.573590428903,591.2110515606722,6773295.730389988,-29392872.133615892
6871.0,512151.5820796433,6753908.042098259,-7645.234758212535,582.5569874612884,6773298.537946354,-29392872.133608084
6872.0,504506.0191867854,6754486.271868353,-7645.886128602306,573.9021876377044,6773301.345743723,-29392872.133600276
6873.0,496859.80982243875,6755055.846473535,-7646.527700787852,565.2466631828863,6773304.153778499,-29392872.133592464
6874.0,489212.9637852097,6755616.765194719,-7647.159473971373,556.590425190674,6773306.962047081,-29392872.133584652
6875.0,481565.49087449606,6756169.027323916,-7647.78144736763,547.9334847557662,6773309.770545873,-29392872.13357684
6876.0,473917.4008904745,6756712.63216423,-7648.39362020395,539.2758529737073,6773312.579271272,-29392872.133569043
6877.0,466268.70363408816,6757247.579029863,-7648.995991720226,530.6175409408721,6773315.388219683,-29392872.133561224
6878.0,458619.408907034,6757773.867246112,-7649.588561168915,521.9585597544525,6773318.197387503,-29392872.13355341
6879.0,450969.5265117503,6758291.496149371,-7650.171327815041,513.2989205124426,6773321.006771135,-29392872.1335456
6880.0,443319.06625140394,6758800.465087136,-7650.744290936198,504.63863431362455,6773323.816366976,-29392872.1335378
6881.0,435668.03792987793,6759300.773417999,-7651.307449822546,495.9777122575547,6773326.626171429,-29392872.13352997
6882.0,428016.45135175885,6759792.420511652,-7651.860803776815,487.3161654445489,6773329.43618089,-29392872.133522157
6883.0,420364.3163223243,6760275.405748888,-7652.404352114306,478.6540049756686,6773332.246391758,-29392872.13351435
6884.0,412711.64264753024,6760749.728521602,-7652.938094162888,469.99124195270645,6773335.056800434,-29392872.13350654
6885.0,405058.4401339985,6761215.388232793,-7653.462029263005,461.327887478172,6773337.867403316,-29392872.13349872
6886.0,397404.7185890042,6761672.384296559,-7653.9761567676715,452.6639526552776,6773340.678196802,-29392872.133490905
6887.0,389750.48782046314,6762120.716138103,-7654.480476042475,443.99944858792423,6773343.489177289,-29392872.13348309
6888.0,382095.7576369192,6762560.383193734,-7654.974986465576,435.33438638068696,6773346.300341178,-29392872.133475274
6889.0,374440.53784753196,6762991.384910864,-7655.45968742771,426.6687771388009,6773349.111684862,-29392872.13346747
6890.0,366784.8382620638,6763413.720748011,-7655.934578332189,418.00263196814706,6773351.923204742,-29392872.133459654
6891.0,359128.6686908676,6763827.3901748,-7656.399658594897,409.3359619752378,6773354.734897215,-29392872.133451838
6892.0,351472.038944874,6764232.392671961,-7656.854927644298,400.6687782672029,6773357.546758677,-29392872.13344402
6893.0,343814.958835579,6764628.727731334,-7657.30038492143,392.0010919517752,6773360.358785523,-29392872.133436207
6894.0,336157.43817503116,6765016.394855864,-7657.73602987991,383.33291413727625,6773363.170974153,-29392872.133428387
6895.0,328499.4867758192,6765395.393559609,-7658.161861985933,374.66425593260226,6773365.983320963,-29392872.133420564
6896.0,320841.1144510593,6765765.72336773,-7658.5778807182705,365.99512844720965,6773368.795822347,-29392872.133412745
6897.0,313182.33101438265,6766127.383816503,-7658.984085568276,357.32554279110093,6773371.608474701,-29392872.13340493
6898.0,305523.14627992274,6766480.374453312,-7659.380476039881,348.6555100748104,6773374.421274422,-29392872.133397117
6899.0,297863.57006230287,6766824.694836652,-7659.767051649596,339.9850414093901,6773377.234217905,-29392872.133389298
6900.0,290203.61217662354,6767160.34453613,-7660.143811926516,331.3141479063951,6773380.047301548,-29392872.133381475
6901.0,282543.28243844985,6767487.323132465,-7660.510756412312,322.64284067786974,6773382.860521742,-29392872.133373655
6902.0,274882.59066379897,6767805.630217486,-7660.86788466124,313.9711308363332,6773385.673874886,-29392872.133365836
6903.0,267221.5466691274,6768115.265394138,-7661.2151962401385,305.29902949476514,6773388.487357373,-29392872.133358005
6904.0,259560.1602713187,6768416.228276476,-7661.552690728426,296.6265477665916,6773391.300965598,-29392872.133350186
6905.0,251898.44128767055,6768708.518489672,-7661.880367718104,287.95369676567066,6773394.114695955,-29392872.13334236
6906.0,244236.39953588246,6768992.135670008,-7662.19822681376,279.28048760627826,6773396.92854484,-29392872.133334536
6907.0,236574.04483404302,6769267.0794648845,-7662.506267632562,270.6069314030939,6773399.742508646,-29392872.133326706
6908.0,228911.38700061734,6769533.349532815,-7662.804489804264,261.9330392711864,6773402.556583768,-29392872.133318882
6909.0,221248.4358544345,6769790.945543427,-7663.0928929712045,253.25882232599963,6773405.370766598,-29392872.13331106
6910.0,213585.20121467495,6770039.867177466,-7663.371476788304,244.5842916833384,6773408.185053533,-29392872.13330324
6911.0,205921.6929008579,6770280.114126793,-7663.64024092307,235.90945845935397,6773410.999440965,-29392872.133295413
6912.0,198257.9207328288,6770511.686094385,-7663.899185055597,227.23433377053,6773413.813925289,-29392872.133287594
6913.0,190593.89453074668,6770734.582794334,-7664.148308878561,218.55892873366818,6773416.628502898,-29392872.133279763
6914.0,182929.62411507167,6770948.803951852,-7664.387612097227,209.88325446587407,6773419.443170185,-29392872.133271944
6915.0,175265.11930655222,6771154.349303266,-7664.617094429445,201.20732208454277,6773422.257923543,-29392872.13326412
6916.0,167600.38992621275,6771351.218596021,-7664.836755605653,192.5311427073447,6773425.072759367,-29392872.133256298
6917.0,159935.4457953409,6771539.41158868,-7665.046595368872,183.8547274522114,6773427.887674049,-29392872.133248467
6918.0,152270.29673547499,6771718.928050925,-7665.246613474712,175.17808743732112,6773430.702663981,-29392872.133240648
6919.0,144604.95256839145,6771889.767763555,-7665.43680969137,166.50123378108478,6773433.517725559,-29392872.133232825
6920.0,136939.42311609225,6772051.9305184875,-7665.617183799632,157.82417760213158,6773436.332855173,-29392872.133224994
6921.0,129273.7182007922,6772205.41611876,-7665.787735592866,149.14693001929479,6773439.148049219,-29392872.133217156
6922.0,121607.8476449065,6772350.224378526,-7665.948464877032,140.46950215159745,6773441.963304086,-29392872.133209333
6923.0,113941.82127103813,6772486.355123063,-7666.0993714706765,131.79190511823825,6773444.778616168,-29392872.133201513
6924.0,106275.64890196516,6772613.8081887625,-7666.240455204933,123.1141500385771,6773447.593981858,-29392872.13319368
6925.0,98609.34036062828,6772732.5834231395,-7666.371715923522,114.43624803212101,6773450.40939755,-29392872.13318585
6926.0,90942.90547011813,6772842.680684827,-7666.493153482754,105.75821021850982,6773453.224859634,-29392872.133178025
6927.0,83276.35405366278,6772944.0998435775,-7666.604767751525,97.08004771750188,6773456.040364505,-29392872.13317019
6928.0,75609.69593461508,6773036.840780263,-7666.706558611321,88.40177164895988,6773458.855908553,-29392872.133162368
6929.0,67942.94093644014,6773120.903386875,-7666.798525956216,79.72339313283655,6773461.671488171,-29392872.133154538
6930.0,60276.09888270266,6773196.287566528,-7666.880669692869,71.04492328916042,6773464.487099752,-29392872.13314672
6931.0,52609.17959705441,6773262.993233453,-7666.952989740529,62.36637323802159,6773467.302739688,-29392872.13313888
6932.0,44942.19290322161,6773321.020313003,-7667.015486031034,53.68775409955745,6773470.118404372,-29392872.133131053
6933.0,37275.14862499234,6773370.368741651,-7667.068158508808,45.00907699393846,6773472.934090194,-29392872.133123234
6934.0,29608.056586203988,6773411.03846699,-7667.111007130863,36.33035304135387,6773475.749793549,-29392872.133115403
6935.0,21940.92661073061,6773443.029447733,-7667.1440318668,27.65159336199749,6773478.565510828,-29392872.133107588
6936.0,14273.768522470386,6773466.341653714,-7667.167232698807,18.972809076053448,6773481.381238424,-29392872.13309975
6937.0,6606.592145332997,6773480.975065886,-7667.18060962166,10.294011303681911,6773484.196972728,-29392872.13309193
6938.0,-1060.5926967729342,6773486.929676321,-7667.18416264272,1.6152111650048635,6773487.012710132,-29392872.133084103
6939.0,-8727.776179952445,6773484.205488215,-7667.17789178194,-7.063580219908152,6773489.828447029,-29392872.133076273
6940.0,-16394.948480336814,6773472.802515881,-7667.161797071855,-15.742351731054276,6773492.644179812,-29392872.133068446
6941.0,-24062.099774096154,6773452.720784753,-7667.135878557591,-24.421092248511584,6773495.459904872,-29392872.133060616
6942.0,-31729.220237451995,6773423.960331384,-7667.100136296859,-33.099790652453336,6773498.275618602,-29392872.133052792
6943.0,-39396.30004668987,6773386.521203448,-7667.054570359956,-41.778435823162226,6773501.091317393,-29392872.13304496
6944.0,-47063.329378171904,6773340.403459737,-7666.999180829767,-50.45701664104462,6773503.906997639,-29392872.133037135
6945.0,-54730.29840834941,6773285.607170165,-7666.933967801762,-59.13552198664479,6773506.72265573,-29392872.13302932
6946.0,-62397.19731377544,6773222.132415763,-7666.8589313839975,-67.81394074065919,6773509.5382880615,-29392872.133021496
6947.0,-70064.0162711174,6773149.979288682,-7666.774071697116,-76.49226178395068,6773512.353891024,-29392872.133013673
6948.0,-77730.74545716967,6773069.147892194,-7666.679388874344,-85.17047399756278,6773515.16946101,-29392872.13300585
6949.0,-85397.3750488661,6772979.638340686,-7666.574883061495,-93.84856626273391,6773517.984994413,-29392872.13299802
6950.0,-93063.89522329267,6772881.450759668,-7666.460554416964,-102.52652746091161,6773520.800487625,-29392872.132990193
6951.0,-100730.29615770002,6772774.585285765,-7666.336403111735,-111.20434647376683,6773523.615937039,-29392872.132982366
6952.0,-108396.56802951613,6772659.042066721,-7666.202429329373,-119.88201218320815,6773526.431339048,-29392872.132974535
6953.0,-116062.70101635878,6772534.821261399,-7666.058633266028,-128.559513471396,6773529.246690043,-29392872.132966705
6954.0,-123728.6852960482,6772401.923039779,-7665.905015130431,-137.23683922075693,6773532.061986418,-29392872.132958874
6955.0,-131394.51104661965,6772260.347582958,-7665.741575143898,-145.91397831399783,6773534.877224566,-29392872.132951055
6956.0,-139060.168446336,6772110.095083151,-7665.56831354033,-154.5909196341202,6773537.69240088,-29392872.132943224
6957.0,-146725.64767370032,6771951.165743689,-7665.385230566204,-163.26765206443437,6773540.507511754,-29392872.1329354
6958.0,-154390.93890746843,6771783.559779021,-7665.192326480584,-171.9441644885737,6773543.322553578,-29392872.13292758
6959.0,-162056.0323266615,6771607.277414711,-7664.989601555113,-180.62044579050888,6773546.137522748,-29392872.132919762
6960.0,-169720.91811057864,6771422.31888744,-7664.7770560740155,-189.29648485456215,6773548.952415657,-29392872.13291193
6961.0,-177385.5864388095,6771228.684445001,-7664.5546903340955,-197.97227056542155,6773551.767228698,-29392872.132904105
6962.0,-185050.02749124682,6771026.374346308,-7664.322504644737,-206.6477918081551,6773554.581958266,-29392872.13289629
6963.0,-192714.231448099,6770815.388861385,-7664.080499327903,-215.32303746822504,6773557.396600754,-29392872.13288846
6964.0,-200378.18848990265,6770595.728271373,-7663.828674718136,-223.99799643150214,6773560.211152555,-29392872.13288063
6965.0,-208041.88879753527,6770367.392868523,-7663.567031162556,-232.67265758427988,6773563.025610063,-29392872.132872812
6966.0,-215705.32255222776,6770130.382956204,-7663.295569020862,-241.34700981328868,6773565.839969674,-29392872.132864982
6967.0,-223368.479935577,6769884.698848896,-7663.014288665327,-250.02104200571014,6773568.654227779,-29392872.132857166
6968.0,-231031.3511295584,6769630.340872192,-7662.723190480802,-258.6947430491913,6773571.468380776,-29392872.13284934
6969.0,-238693.9263165386,6769367.309362797,-7662.422274864716,-267.3681018318588,6773574.282425056,-29392872.132841527
6970.0,-246356.19567928783,6769095.604668529,-7662.11154222707,-276.0411072423331,6773577.096357018,-29392872.13283369
6971.0,-254018.14940099273,6768815.227148313,-7661.790992990439,-284.71374816974287,6773579.910173052,-29392872.132825878
6972.0,-261679.7776652687,6768526.177172189,-7661.460627589975,-293.38601350373904,6773582.723869556,-29392872.132818058
